Année,Region,Pays,ISO3,Nombre de touristes,Nombre de croisièristes,Nuitées touristiques,Durée de séjour moyenne
2016,Europe (hors France),Autriche,AUT,622,198,10040.0,"190,4"
2016,Europe (hors France),Belgique,BEL,991,252,20528.0,"257,5"
2016,Europe (hors France),Danemark,DNK,282,82,4705.0,"195,5"
2016,Europe (hors France),Espagne,ESP,2414,166,25457.0,"139,2"
2016,Europe (hors France),Finlande,FIN,149,47,2069.0,"159,4"
2016,Europe (hors France),Italie,ITA,7888,600,87237.0,"148,3"
2016,Europe (hors France),Luxembourg,LUX,171,35,2799.0,"202,7"
2016,Europe (hors France),Norvège,NOR,230,94,3031.0,151
2016,Europe (hors France),Pays-Bas,NLD,455,76,6678.0,167
2016,Europe (hors France),Portugal,PRT,254,22,3101.0,"156,6"
2016,Europe (hors France),Royaume-Uni,GBR,3980,904,47503.0,142
2016,Europe (hors France),Russie,RUS,392,78,4752.0,150
2016,Europe (hors France),Suède,SWE,395,88,5560.0,"173,2"
2016,Europe (hors France),Suisse,CHE,2831,668,52810.0,"222,9"
2016,France,France,FRA,39086,3958,1026652.0,321
2016,Pacifique,Australie,AUS,9757,2426,108506.0,"132,7"
2016,Pacifique,Autre Pacifique,,237,6,3319.0,"180,8"
2016,Pacifique,Cook,COK,328,101,3443.0,"130,9"
2016,Pacifique,Fidji,FJI,94,10,1239.0,"167,4"
2016,Pacifique,Nouvelle-Calédonie,NCL,4206,252,73526.0,"202,8"
2016,Pacifique,Nouvelle-Zélande,NZL,7221,1277,73456.0,"118,3"
2016,Pacifique,Samoa,WSM,58,3,394.0,"78,6"
2016,Pacifique,Tonga,TON,31,0,300.0,"68,5"
2016,Proche et Moyen Orient,Proche et Moyen Orient,,603,79,6202.0,"122,7"
2015,Afrique,Afrique,,255,60,5697.0,"268,7"
2015,Amérique Centrale,Autre Amérique Centrale,,46,17,475.0,"131,9"
2015,Amérique Centrale,Mexique,MEX,1061,302,10580.0,"119,9"
2015,Amérique du Nord,Canada,CAN,8402,4311,103910.0,"153,9"
2015,Amérique du Nord,Hawaii,USA,2074,548,23903.0,"137,4"
2015,Amérique du Nord,USA,USA,61831,18139,618649.0,"120,3"
2015,Amérique du Sud,Argentine,ARG,974,168,13215.0,"164,8"
2015,Amérique du Sud,Autre Amérique du Sud,,566,175,6753.0,"143,7"
2015,Amérique du Sud,Brésil,BRA,2357,253,26972.0,"135,1"
2015,Amérique du Sud,Chili,CHL,1731,138,20621.0,146
2015,Asie,Autre Asie,,27,12,501.0,"155,8"
2015,Asie,Chine,CHN,5555,267,49458.0,107
2015,Asie,Corée du Sud,KOR,1020,19,8760.0,"106,2"
2015,Asie,Hong Kong,HKG,469,82,5171.0,"132,8"
2015,Asie,Inde,IND,541,32,4189.0,"100,6"
2015,Asie,Indonésie,IDN,127,67,1891.0,193
2015,Asie,Japon,JPN,11447,272,84604.0,"88,9"
2015,Asie,Malaisie,MYS,166,28,1720.0,"144,2"
2015,Asie,Philippines,PHL,220,160,2213.0,"120,3"
2015,Asie,Singapour,SGP,310,40,3735.0,"136,7"
2015,Asie,Taïwan,TWN,446,23,4780.0,"131,2"
2015,Asie,Thaïlande,THA,154,20,3929.0,334
2015,Europe (hors France),Allemagne,DEU,3538,1045,56357.0,"191,1"
2015,Europe (hors France),Autre Europe,,1286,294,18693.0,176
2015,Europe (hors France),Autriche,AUT,599,173,9664.0,"193,1"
2015,Europe (hors France),Belgique,BEL,923,241,18043.0,"238,5"
2015,Europe (hors France),Danemark,DNK,227,57,3528.0,205
2015,Europe (hors France),Espagne,ESP,2608,165,26735.0,"131,6"
2015,Europe (hors France),Finlande,FIN,38,13,290.0,"48,8"
2015,Europe (hors France),Italie,ITA,7993,428,98216.0,159
2015,Europe (hors France),Luxembourg,LUX,153,56,2576.0,"206,9"
2015,Europe (hors France),Norvège,NOR,242,75,3817.0,"183,5"
2015,Europe (hors France),Pays-Bas,NLD,467,79,6800.0,"166,3"
2015,Europe (hors France),Portugal,PRT,249,30,3757.0,"185,9"
2015,Europe (hors France),Royaume-Uni,GBR,4711,1261,58046.0,148
2015,Europe (hors France),Russie,RUS,448,94,5746.0,"151,3"
2015,Europe (hors France),Suède,SWE,443,134,6196.0,"174,1"
2015,Europe (hors France),Suisse,CHE,2845,597,54703.0,"232,7"
2015,France,France,FRA,35765,3187,975433.0,"332,2"
2015,Pacifique,Australie,AUS,9167,2023,106092.0,"137,4"
2015,Pacifique,Autre Pacifique,,37,3,592.0,"167,5"
2015,Pacifique,Cook,COK,299,10,5097.0,"196,8"
2015,Pacifique,Fidji,FJI,102,1,903.0,"102,2"
2015,Pacifique,Nouvelle-Calédonie,NCL,4185,127,72850.0,"202,4"
2015,Pacifique,Nouvelle-Zélande,NZL,7315,913,76695.0,124
2015,Pacifique,Samoa,WSM,85,2,833.0,"111,8"
2015,Pacifique,Tonga,TON,4,0,21.0,"12,3"
2015,Proche et Moyen Orient,Proche et Moyen Orient,,323,39,4811.0,"165,3"
2014,Afrique,Afrique,,286,63,5747.0,"255,2"
2014,Amérique Centrale,Autre Amérique Centrale,,50,16,603.0,"84,8"
2014,Amérique Centrale,Mexique,MEX,1010,287,12266.0,"151,3"
2014,Amérique du Nord,Canada,CAN,9270,4970,119213.0,"156,6"
2014,Amérique du Nord,Hawaii,USA,2187,488,27769.0,"145,2"
2014,Amérique du Nord,USA,USA,60076,19201,629259.0,"125,6"
2014,Amérique du Sud,Argentine,ARG,840,210,11996.0,"166,1"
2014,Amérique du Sud,Autre Amérique du Sud,,519,149,6102.0,"139,8"
2014,Amérique du Sud,Brésil,BRA,2767,463,33293.0,"144,8"
2014,Amérique du Sud,Chili,CHL,1421,147,17147.0,"145,7"
2014,Asie,Autre Asie,,27,4,470.0,"241,6"
2014,Asie,Chine,CHN,3268,223,29488.0,"109,5"
2014,Asie,Corée du Sud,KOR,746,64,6228.0,"103,8"
2014,Asie,Hong Kong,HKG,453,60,5505.0,"146,3"
2014,Asie,Inde,IND,422,31,3852.0,"123,4"
2014,Asie,Indonésie,IDN,84,28,1215.0,"213,2"
2014,Asie,Japon,JPN,12527,461,86121.0,"82,4"
2014,Asie,Malaisie,MYS,108,24,977.0,"111,7"
2014,Asie,Philippines,PHL,148,62,1682.0,"139,6"
2014,Asie,Singapour,SGP,318,45,3773.0,"138,9"
2014,Asie,Taïwan,TWN,144,13,1335.0,"75,5"
2014,Asie,Thaïlande,THA,43,4,515.0,"78,6"
2014,Europe (hors France),Allemagne,DEU,4028,1411,62292.0,"186,1"
2014,Europe (hors France),Autre Europe,,1053,212,14724.0,164
2014,Europe (hors France),Autriche,AUT,740,266,10857.0,173
2014,Europe (hors France),Belgique,BEL,997,250,21029.0,"252,6"
2014,Europe (hors France),Danemark,DNK,216,68,4379.0,"241,8"
2014,Europe (hors France),Espagne,ESP,2782,189,28635.0,129
2014,Europe (hors France),Finlande,FIN,73,17,851.0,"51,3"
2014,Europe (hors France),Italie,ITA,7887,519,104907.0,"178,4"
2014,Europe (hors France),Luxembourg,LUX,137,26,2218.0,"196,5"
2014,Europe (hors France),Norvège,NOR,218,42,2677.0,"147,7"
2014,Europe (hors France),Pays-Bas,NLD,367,46,5009.0,"166,4"
2014,Europe (hors France),Portugal,PRT,209,27,3192.0,205
2014,Europe (hors France),Royaume-Uni,GBR,4834,1355,57746.0,"143,7"
2014,Europe (hors France),Russie,RUS,640,146,8684.0,"171,9"
2014,Europe (hors France),Suède,SWE,446,167,5915.0,"163,7"
2014,Europe (hors France),Suisse,CHE,2911,775,55127.0,"228,1"
2014,France,France,FRA,34887,3104,977605.0,"341,2"
2014,Pacifique,Australie,AUS,9315,1902,103586.0,"133,1"
2014,Pacifique,Autre Pacifique,,93,7,1451.0,"142,7"
2014,Pacifique,Cook,COK,191,13,2469.0,"166,2"
2014,Pacifique,Fidji,FJI,124,9,1663.0,"172,1"
2014,Pacifique,Nouvelle-Calédonie,NCL,4111,201,72611.0,"210,1"
2014,Pacifique,Nouvelle-Zélande,NZL,7136,844,74619.0,"124,7"
2014,Pacifique,Samoa,WSM,104,7,889.0,"91,4"
2014,Pacifique,Tonga,TON,18,1,210.0,"42,2"
2014,Proche et Moyen Orient,Proche et Moyen Orient,,371,64,4879.0,"165,2"
2013,Afrique,Afrique,,309,46,4715.0,"177,4"
2013,Amérique Centrale,Autre Amérique Centrale,,94,29,983.0,"114,8"
2013,Amérique Centrale,Mexique,MEX,884,194,9202.0,"130,3"
2013,Amérique du Nord,Canada,CAN,7206,2974,89888.0,150
2013,Amérique du Nord,Hawaii,USA,1883,436,23008.0,"144,1"
2013,Amérique du Nord,USA,USA,51750,12198,514729.0,119
2013,Amérique du Sud,Argentine,ARG,1087,228,14930.0,"167,6"
2013,Amérique du Sud,Autre Amérique du Sud,,716,123,8741.0,"143,3"
2013,Amérique du Sud,Brésil,BRA,3064,437,32673.0,"128,8"
2013,Amérique du Sud,Chili,CHL,1624,170,19288.0,"142,9"
2013,Asie,Autre Asie,,57,1,1641.0,"201,4"
2013,Asie,Chine,CHN,1876,127,17737.0,"115,1"
2013,Asie,Corée du Sud,KOR,568,26,4101.0,"88,9"
2013,Asie,Hong Kong,HKG,240,19,2646.0,140
2013,Asie,Inde,IND,521,28,5448.0,"165,6"
2013,Asie,Indonésie,IDN,98,10,1418.0,"210,9"
2013,Asie,Japon,JPN,13175,281,85883.0,"78,2"
2013,Asie,Malaisie,MYS,120,14,1888.0,"210,3"
2013,Asie,Philippines,PHL,131,69,1450.0,128
2013,Asie,Singapour,SGP,257,36,4369.0,"182,2"
2013,Asie,Taïwan,TWN,260,11,2334.0,"108,4"
2013,Asie,Thaïlande,THA,81,4,1425.0,144
2013,Europe (hors France),Allemagne,DEU,3477,1037,51078.0,"181,2"
2013,Europe (hors France),Autre Europe,,1341,225,17245.0,"158,4"
2013,Europe (hors France),Autriche,AUT,577,179,8588.0,"184,4"
2013,Europe (hors France),Belgique,BEL,858,178,16405.0,"228,3"
2013,Europe (hors France),Danemark,DNK,156,23,2323.0,"174,6"
2013,Europe (hors France),Espagne,ESP,2426,173,26542.0,"147,7"
2013,Europe (hors France),Finlande,FIN,89,11,1690.0,"137,8"
2013,Europe (hors France),Italie,ITA,8103,450,94934.0,"157,1"
2013,Europe (hors France),Luxembourg,LUX,60,19,924.0,"147,7"
2013,Europe (hors France),Norvège,NOR,296,120,3819.0,"158,3"
2013,Europe (hors France),Pays-Bas,NLD,454,46,5849.0,"154,7"
2013,Europe (hors France),Portugal,PRT,224,17,3599.0,"189,1"
2013,Europe (hors France),Royaume-Uni,GBR,3255,778,38785.0,"141,1"
2013,Europe (hors France),Russie,RUS,847,153,12268.0,"173,2"
2013,Europe (hors France),Suède,SWE,273,58,4529.0,"177,6"
2013,Europe (hors France),Suisse,CHE,2663,523,47997.0,"215,1"
2013,France,France,FRA,32946,2992,880944.0,"325,8"
2013,Pacifique,Australie,AUS,9167,1464,100828.0,132
2013,Pacifique,Autre Pacifique,,241,18,3496.0,"158,4"
2013,Pacifique,Cook,COK,212,4,2783.0,"167,6"
2013,Pacifique,Fidji,FJI,88,1,1015.0,"177,5"
2013,Pacifique,Nouvelle-Calédonie,NCL,3826,197,64696.0,"192,8"
2013,Pacifique,Nouvelle-Zélande,NZL,6477,893,66644.0,"120,4"
2013,Pacifique,Samoa,WSM,39,2,1853.0,"204,5"
2013,Pacifique,Tonga,TON,21,0,138.0,"24,5"
2013,Proche et Moyen Orient,Proche et Moyen Orient,,276,22,3654.0,"163,5"
2012,Afrique,Afrique,,288,48,5238.0,207
2012,Amérique Centrale,Autre Amérique Centrale,,175,46,1920.0,"124,2"
2012,Amérique Centrale,Mexique,MEX,1067,194,10642.0,"122,1"
2012,Amérique du Nord,Canada,CAN,7034,2806,86936.0,"150,6"
2012,Amérique du Nord,Hawaii,USA,1837,324,23956.0,"152,4"
2012,Amérique du Nord,USA,USA,51004,11411,499287.0,"117,5"
2012,Amérique du Sud,Argentine,ARG,1264,136,16649.0,"156,6"
2012,Amérique du Sud,Autre Amérique du Sud,,699,95,7801.0,"133,5"
2012,Amérique du Sud,Brésil,BRA,2787,188,30054.0,"130,2"
2012,Amérique du Sud,Chili,CHL,1328,52,14937.0,"130,1"
2012,Asie,Autre Asie,,37,4,971.0,"217,2"
2012,Asie,Chine,CHN,1183,78,10978.0,116
2012,Asie,Corée du Sud,KOR,682,18,5696.0,100
2012,Asie,Hong Kong,HKG,301,29,3478.0,138
2012,Asie,Inde,IND,460,18,3969.0,"138,3"
2012,Asie,Indonésie,IDN,65,18,2171.0,"389,1"
2012,Asie,Japon,JPN,12989,264,86552.0,"80,1"
2012,Asie,Malaisie,MYS,134,31,2030.0,"203,8"
2012,Asie,Philippines,PHL,91,34,1293.0,"161,1"
2012,Asie,Singapour,SGP,244,37,2468.0,"120,9"
2012,Asie,Taïwan,TWN,239,32,2515.0,"153,4"
2012,Asie,Thaïlande,THA,80,6,1750.0,"251,9"
2012,Europe (hors France),Allemagne,DEU,3552,946,52577.0,"178,8"
2012,Europe (hors France),Autre Europe,,1795,296,22435.0,"151,3"
2012,Europe (hors France),Autriche,AUT,619,170,9294.0,"181,3"
2012,Europe (hors France),Belgique,BEL,882,201,17845.0,"253,9"
2012,Europe (hors France),Danemark,DNK,197,52,3449.0,"206,3"
2012,Europe (hors France),Espagne,ESP,3004,189,29869.0,"124,8"
2012,Europe (hors France),Finlande,FIN,194,27,1850.0,"111,1"
2012,Europe (hors France),Italie,ITA,9409,524,103466.0,"143,6"
2012,Europe (hors France),Luxembourg,LUX,135,29,2060.0,"184,7"
2012,Europe (hors France),Norvège,NOR,244,68,4155.0,"204,3"
2012,Europe (hors France),Pays-Bas,NLD,432,40,6159.0,"170,8"
2012,Europe (hors France),Portugal,PRT,251,27,3120.0,"159,9"
2012,Europe (hors France),Royaume-Uni,GBR,2617,597,30288.0,"137,7"
2012,Europe (hors France),Russie,RUS,587,96,7499.0,"151,9"
2012,Europe (hors France),Suède,SWE,286,61,3573.0,151
2012,Europe (hors France),Suisse,CHE,2559,584,47100.0,"221,1"
2012,France,France,FRA,35898,2996,956527.0,"323,6"
2012,Pacifique,Australie,AUS,10224,1498,108364.0,"126,6"
2012,Pacifique,Autre Pacifique,,306,16,5777.0,"227,1"
2012,Pacifique,Cook,COK,215,9,2715.0,"155,3"
2012,Pacifique,Fidji,FJI,92,2,1005.0,"133,9"
2012,Pacifique,Nouvelle-Calédonie,NCL,4022,134,64395.0,"187,6"
2012,Pacifique,Nouvelle-Zélande,NZL,7166,821,68155.0,"115,1"
2012,Pacifique,Samoa,WSM,24,3,326.0,"123,3"
2012,Pacifique,Tonga,TON,12,0,140.0,"77,3"
2012,Proche et Moyen Orient,Proche et Moyen Orient,,268,41,3477.0,"154,8"
2011,Afrique,Afrique,,272,60,5171.0,221
2011,Amérique Centrale,Autre Amérique Centrale,,137,25,1385.0,"117,6"
2011,Amérique Centrale,Mexique,MEX,1033,171,9206.0,"112,9"
2011,Amérique du Nord,Canada,CAN,7458,3136,88141.0,"143,9"
2011,Amérique du Nord,Hawaii,USA,1672,273,20536.0,"145,6"
2011,Amérique du Nord,USA,USA,47710,11592,460436.0,"115,6"
2011,Amérique du Sud,Argentine,ARG,1098,120,13683.0,"148,4"
2011,Amérique du Sud,Autre Amérique du Sud,,578,130,6203.0,130
2011,Amérique du Sud,Brésil,BRA,2530,184,26337.0,127
2011,Amérique du Sud,Chili,CHL,1328,61,14967.0,"137,7"
2011,Asie,Autre Asie,,77,15,2019.0,"232,1"
2011,Asie,Chine,CHN,978,75,9164.0,115
2011,Asie,Corée du Sud,KOR,506,9,4667.0,"103,3"
2011,Asie,Hong Kong,HKG,214,36,2451.0,107
2011,Asie,Inde,IND,432,11,3105.0,"87,8"
2011,Asie,Indonésie,IDN,86,15,1171.0,"171,9"
2011,Asie,Japon,JPN,12990,255,85537.0,"79,4"
2011,Asie,Malaisie,MYS,72,7,1083.0,143
2011,Asie,Philippines,PHL,121,73,1206.0,"126,4"
2011,Asie,Singapour,SGP,200,22,1898.0,"109,4"
2011,Asie,Taïwan,TWN,158,11,1943.0,"140,1"
2011,Asie,Thaïlande,THA,137,27,2304.0,"243,7"
2011,Europe (hors France),Allemagne,DEU,3604,1208,49204.0,"168,5"
2011,Europe (hors France),Autre Europe,,1914,503,24396.0,"159,2"
2011,Europe (hors France),Autriche,AUT,688,216,9604.0,"168,1"
2011,Europe (hors France),Belgique,BEL,852,163,15898.0,"226,7"
2011,Europe (hors France),Danemark,DNK,162,47,2314.0,"171,8"
2011,Europe (hors France),Espagne,ESP,3475,226,34498.0,"125,2"
2011,Europe (hors France),Finlande,FIN,205,29,2341.0,"133,2"
2011,Europe (hors France),Italie,ITA,10471,726,117760.0,"149,9"
2011,Europe (hors France),Luxembourg,LUX,109,21,1958.0,259
2011,Europe (hors France),Norvège,NOR,201,44,2779.0,"171,4"
2011,Europe (hors France),Pays-Bas,NLD,487,62,6340.0,"161,6"
2011,Europe (hors France),Portugal,PRT,374,69,4164.0,172
2011,Europe (hors France),Royaume-Uni,GBR,2671,732,28418.0,"128,7"
2011,Europe (hors France),Russie,RUS,699,152,8762.0,"148,2"
2011,Europe (hors France),Suède,SWE,283,53,3854.0,"164,8"
2011,Europe (hors France),Suisse,CHE,2242,485,39206.0,"207,8"
2011,France,France,FRA,35835,2915,946675.0,"318,4"
2011,Pacifique,Australie,AUS,8236,1394,88400.0,128
2011,Pacifique,Autre Pacifique,,350,12,5406.0,"202,9"
2011,Pacifique,Cook,COK,284,15,3183.0,"132,6"
2011,Pacifique,Fidji,FJI,139,4,1777.0,"171,2"
2011,Pacifique,Nouvelle-Calédonie,NCL,3946,159,62938.0,"180,4"
2011,Pacifique,Nouvelle-Zélande,NZL,5484,770,53681.0,"117,9"
2011,Pacifique,Samoa,WSM,54,1,1029.0,"202,2"
2011,Pacifique,Tonga,TON,23,0,190.0,"79,5"
2011,Proche et Moyen Orient,Proche et Moyen Orient,,201,30,2691.0,164
2010,Afrique,Afrique,,275,51,5868.0,"231,7"
2010,Amérique Centrale,Autre Amérique Centrale,,134,39,1582.0,"150,3"
2010,Amérique Centrale,Mexique,MEX,814,249,8992.0,"122,9"
2010,Amérique du Nord,Canada,CAN,5468,2229,67846.0,"149,8"
2010,Amérique du Nord,Hawaii,USA,1620,291,19443.0,"146,9"
2010,Amérique du Nord,USA,USA,39394,10198,395188.0,"120,1"
2010,Amérique du Sud,Argentine,ARG,1253,202,14430.0,"139,2"
2010,Amérique du Sud,Autre Amérique du Sud,,440,91,5361.0,150
2010,Amérique du Sud,Brésil,BRA,2360,297,27606.0,"138,1"
2010,Amérique du Sud,Chili,CHL,1849,235,18556.0,"117,8"
2010,Asie,Autre Asie,,56,2,1169.0,"362,7"
2010,Asie,Chine,CHN,1143,104,10923.0,"121,9"
2010,Asie,Corée du Sud,KOR,686,27,4459.0,"77,8"
2010,Asie,Hong Kong,HKG,1,0,1.0,1
2010,Asie,Inde,IND,318,12,2501.0,"102,2"
2010,Asie,Indonésie,IDN,98,23,1696.0,"260,6"
2010,Asie,Japon,JPN,13761,243,85818.0,"75,1"
2010,Asie,Malaisie,MYS,104,10,1180.0,"134,6"
2010,Asie,Philippines,PHL,176,100,1414.0,"109,9"
2010,Asie,Singapour,SGP,200,27,2320.0,"138,2"
2010,Asie,Taïwan,TWN,91,1,824.0,"122,3"
2010,Asie,Thaïlande,THA,81,8,1269.0,"168,8"
2010,Europe (hors France),Allemagne,DEU,4256,1678,57119.0,"171,5"
2010,Europe (hors France),Autre Europe,,1653,272,21172.0,"156,4"
2010,Europe (hors France),Autriche,AUT,757,305,10872.0,"176,8"
2010,Europe (hors France),Belgique,BEL,796,176,15682.0,"244,8"
2010,Europe (hors France),Danemark,DNK,236,64,3748.0,185
2010,Europe (hors France),Espagne,ESP,4104,271,39447.0,"123,4"
2010,Europe (hors France),Finlande,FIN,232,29,2807.0,"165,8"
2010,Europe (hors France),Italie,ITA,11208,978,126849.0,"146,1"
2010,Europe (hors France),Luxembourg,LUX,198,78,3071.0,193
2010,Europe (hors France),Norvège,NOR,158,42,2308.0,"176,8"
2010,Europe (hors France),Pays-Bas,NLD,565,86,7656.0,"160,4"
2010,Europe (hors France),Portugal,PRT,311,22,3139.0,"142,4"
2010,Europe (hors France),Royaume-Uni,GBR,2840,642,31034.0,"129,7"
2010,Europe (hors France),Russie,RUS,519,95,6133.0,"139,8"
2010,Europe (hors France),Suède,SWE,324,106,4195.0,"157,2"
2010,Europe (hors France),Suisse,CHE,1860,417,33199.0,"212,5"
2010,France,France,FRA,36544,2959,920660.0,"303,3"
2010,Pacifique,Australie,AUS,6945,1266,74142.0,"127,3"
2010,Pacifique,Autre Pacifique,,342,9,5539.0,"195,4"
2010,Pacifique,Cook,COK,265,18,2999.0,"128,9"
2010,Pacifique,Fidji,FJI,108,4,1312.0,"152,1"
2010,Pacifique,Nouvelle-Calédonie,NCL,3940,111,60058.0,"176,9"
2010,Pacifique,Nouvelle-Zélande,NZL,5128,613,49768.0,"115,9"
2010,Pacifique,Samoa,WSM,72,0,1503.0,"149,1"
2010,Pacifique,Tonga,TON,5,0,53.0,"45,5"
2010,Proche et Moyen Orient,Proche et Moyen Orient,,231,24,3353.0,"173,9"
2009,Afrique,Afrique,,278,52,4321.0,"182,2"
2009,Amérique Centrale,Autre Amérique Centrale,,135,30,1650.0,126
2009,Amérique Centrale,Mexique,MEX,745,234,7439.0,"122,2"
2009,Amérique du Nord,Canada,CAN,4265,1795,52840.0,"148,7"
2009,Amérique du Nord,Hawaii,USA,1638,261,18544.0,"135,8"
2009,Amérique du Nord,USA,USA,39134,14911,395485.0,"120,7"
2009,Amérique du Sud,Argentine,ARG,1433,379,16997.0,"142,4"
2009,Amérique du Sud,Autre Amérique du Sud,,605,102,6367.0,"125,3"
2009,Amérique du Sud,Brésil,BRA,2047,225,23186.0,"137,5"
2009,Amérique du Sud,Chili,CHL,1706,185,16704.0,"116,9"
2009,Asie,Autre Asie,,79,10,1200.0,"167,8"
2009,Asie,Chine,CHN,543,35,5021.0,"117,8"
2009,Asie,Corée du Sud,KOR,765,32,4680.0,"73,3"
2009,Asie,Hong Kong,HKG,99,20,881.0,"71,3"
2009,Asie,Inde,IND,289,27,2291.0,"92,4"
2009,Asie,Indonésie,IDN,128,29,2450.0,"218,6"
2009,Asie,Japon,JPN,16353,294,102346.0,"75,4"
2009,Asie,Malaisie,MYS,62,3,1005.0,"170,8"
2009,Asie,Philippines,PHL,187,106,2029.0,"133,2"
2009,Asie,Singapour,SGP,191,13,2121.0,129
2009,Asie,Taïwan,TWN,188,15,1598.0,"96,4"
2009,Asie,Thaïlande,THA,106,15,3462.0,"387,4"
2009,Europe (hors France),Allemagne,DEU,4346,1678,60118.0,"167,5"
2009,Europe (hors France),Autre Europe,,2347,538,27937.0,"143,2"
2009,Europe (hors France),Autriche,AUT,999,441,12730.0,"155,5"
2009,Europe (hors France),Belgique,BEL,995,217,17870.0,"220,3"
2009,Europe (hors France),Danemark,DNK,228,34,3955.0,"221,8"
2009,Europe (hors France),Espagne,ESP,4554,379,43749.0,"119,8"
2009,Europe (hors France),Finlande,FIN,234,25,2245.0,"109,2"
2009,Europe (hors France),Italie,ITA,11944,1011,137994.0,"145,8"
2009,Europe (hors France),Luxembourg,LUX,143,25,2065.0,"172,4"
2009,Europe (hors France),Norvège,NOR,168,45,2159.0,154
2009,Europe (hors France),Pays-Bas,NLD,676,117,8127.0,"146,7"
2009,Europe (hors France),Portugal,PRT,337,33,3292.0,"112,9"
2009,Europe (hors France),Royaume-Uni,GBR,3482,1112,36631.0,"127,8"
2009,Europe (hors France),Russie,RUS,601,98,7811.0,"162,7"
2009,Europe (hors France),Suède,SWE,411,125,4863.0,"153,9"
2009,Europe (hors France),Suisse,CHE,2136,500,37043.0,"209,7"
2009,France,France,FRA,39256,3007,936340.0,"287,1"
2009,Pacifique,Australie,AUS,6557,1349,66511.0,"121,5"
2009,Pacifique,Autre Pacifique,,557,27,8939.0,"215,2"
2009,Pacifique,Cook,COK,268,5,2741.0,"120,9"
2009,Pacifique,Fidji,FJI,131,5,1220.0,"106,2"
2009,Pacifique,Nouvelle-Calédonie,NCL,3875,136,57359.0,"170,7"
2009,Pacifique,Nouvelle-Zélande,NZL,4914,554,47125.0,"114,1"
2009,Pacifique,Samoa,WSM,75,1,802.0,"147,4"
2009,Pacifique,Tonga,TON,36,0,348.0,"94,1"
2009,Proche et Moyen Orient,Proche et Moyen Orient,,201,21,2364.0,"128,3"
2008,Afrique,Afrique,,338,87,5424.0,"201,3"
2008,Amérique Centrale,Autre Amérique Centrale,,108,28,1487.0,"157,4"
2008,Amérique Centrale,Mexique,MEX,1200,483,12164.0,"122,7"
2008,Amérique du Nord,Canada,CAN,7271,3344,88554.0,"148,2"
2008,Amérique du Nord,Hawaii,USA,1728,321,20896.0,"143,2"
2008,Amérique du Nord,USA,USA,53621,21924,551266.0,"123,9"
2008,Amérique du Sud,Argentine,ARG,1951,748,22090.0,"136,3"
2008,Amérique du Sud,Autre Amérique du Sud,,574,101,6358.0,134
2008,Amérique du Sud,Brésil,BRA,2455,388,29419.716796875,"140,1"
2008,Amérique du Sud,Chili,CHL,1585,170,16435.0,"121,1"
2008,Asie,Autre Asie,,51,15,635.0,"134,4"
2008,Asie,Chine,CHN,388,78,3792.0,"125,8"
2008,Asie,Corée du Sud,KOR,650,67,4432.0,"80,9"
2008,Asie,Hong Kong,HKG,259,38,2795.0,"127,5"
2008,Asie,Inde,IND,246,46,2185.0,"111,6"
2008,Asie,Indonésie,IDN,83,33,1489.0,332
2008,Asie,Japon,JPN,18769,418,116798.0,75
2008,Asie,Malaisie,MYS,70,5,1045.0,"171,3"
2008,Asie,Philippines,PHL,202,137,2145.0,"124,5"
2008,Asie,Singapour,SGP,202,24,1894.0,"110,8"
2008,Asie,Taïwan,TWN,195,19,1895.0,"117,8"
2008,Asie,Thaïlande,THA,111,24,1957.0,"209,4"
2008,Europe (hors France),Allemagne,DEU,4511,1749,60993.0,"165,8"
2008,Europe (hors France),Autre Europe,,2422,488,28734.0,"142,6"
2008,Europe (hors France),Autriche,AUT,998,512,13032.0,"165,4"
2008,Europe (hors France),Belgique,BEL,2025,1149,27862.0,"191,6"
2008,Europe (hors France),Danemark,DNK,259,76,4222.0,203
2008,Europe (hors France),Espagne,ESP,5960,521,55473.0,"117,8"
2008,Europe (hors France),Finlande,FIN,301,45,3809.0,"147,6"
2008,Europe (hors France),Italie,ITA,13802,1285,159250.0,"143,9"
2008,Europe (hors France),Luxembourg,LUX,168,46,2610.0,"193,7"
2008,Europe (hors France),Norvège,NOR,272,96,3521.0,"151,4"
2008,Europe (hors France),Pays-Bas,NLD,726,144,9083.0,"147,4"
2008,Europe (hors France),Portugal,PRT,470,75,5551.0,"148,2"
2008,Europe (hors France),Royaume-Uni,GBR,4977,1593,51372.0,125
2008,Europe (hors France),Russie,RUS,805,109,10545.0,"153,3"
2008,Europe (hors France),Suède,SWE,528,192,6425.0,145
2008,Europe (hors France),Suisse,CHE,2240,599,39202.0,"211,6"
2008,France,France,FRA,42374,3814,1005332.296875,286
2008,Pacifique,Australie,AUS,10228,1829,95417.0,"112,3"
2008,Pacifique,Autre Pacifique,,362,12,5179.0,"191,6"
2008,Pacifique,Cook,COK,309,9,2761.0,"112,5"
2008,Pacifique,Fidji,FJI,96,2,1124.0,"141,2"
2008,Pacifique,Nouvelle-Calédonie,NCL,3815,94,54744.7890625,"165,4"
2008,Pacifique,Nouvelle-Zélande,NZL,6545,563,57801.0,"105,8"
2008,Pacifique,Samoa,WSM,46,1,1002.0,"155,2"
2008,Pacifique,Tonga,TON,18,1,344.0,"178,4"
